,column,desc
982,huaddwhy, SELECT ONE FROM THE LIST BELOW WHICH BEST DESCRIBES WHY THERE IS NO HU AT THIS ADDRESS
983,dwellpre, SELECT ONE FROM THE LIST BELOW WHICH BEST DESCRIBES THE TYPE OF STRUCTURE IN WHICH THE RESPONDENT LIVES
984,kidsinhh," BASED ON THE FEATURES OF THIS HOUSING UNIT AND THE SURROUNDING PROPERTY/NEIGHBORHOOD THAT YOU CAN SEE, DO YOU BELIEVE THAT THERE ARE CHILDREN UNDER THE AGE OF 15 PRESENT IN THE HOUSEHOLD?"
985,respond," BASED ON WHAT YOU HAVE LEARNED ABOUT THIS HOUSING UNIT, WHAT IS YOUR ESTIMATE OF THE PROBABILITY THAT THIS HOUSEHOLD WILL RESPOND TO THE SURVEY?"
986,incuspop," WHAT DO YOU BELIEVE THE INCOME STATUS OF THIS HOUSING UNIT IS, RELATIVE TO THE REST OF THE GENERAL UNITED STATES POPULATION?"
987,neisafe," NOW THINKING ABOUT SAFETY IN THIS NEIGHBORHOOD, HOW SAFE DO YOU THINK IT IS?"
988,rlooks, HOW PHYSICALLY ATTRACTIVE IS THE RESPONDENT?
989,rgroomed, HOW WELL-GROOMED IS THE RESPONDENT?
990,rweight, HOW WOULD YOU RATE THE RESPONDENT'S WEIGHT?
991,rhlthend," WOULD YOU SAY THE RESPONDENT'S HEALTH IN GENERAL IS EXCELLENT, GOOD, FAIR, OR POOR?"
992,ratetone, INTERVIEWER: PLEASE RECORD THE COLOR FROM THE COLOR CARD THAT MOST CLOSELY CORRESPONDS TO THE
993,ballot, Ballot Administered.
994,issp, Status on International Social Survey Program Self-Completion Supplement.
995,formwt, Weight for form variables.
996,sampcode, SAMPLING ERROR CODE.
997,sample, The GSS has employed various sampling procedures and frames. Appendix A gives full detail.
998,oversamp, Weight for Black oversamples.
999,phase,
1000,spaneng, Interviews Conducted in Spanish or English
1001,wtss, Weight of variables.
